cinema,date,time,title,href,poster
Jerusalem Cinemateque,20/08/2024,20:15,Do You Remember Dolly Bell?,https://jer-cin.org.il/en/event/77433,https://m.media-amazon.com/images/M/MV5BY2MyNmM3ZGYtYTM2ZS00ZDJjLWI2Y2MtMGMxNWYyYTcxYzdhXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_SX300.jpg
Jerusalem Cinemateque,20/08/2024,20:30,Tatami,https://jer-cin.org.il/en/event/77695,https://m.media-amazon.com/images/M/MV5BODVjY2ViOWYtNjI0ZS00OGI4LTk3ZGMtOGJmMTczM2U5MTY5XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,18:00,Angel,https://jer-cin.org.il/en/event/77435,https://m.media-amazon.com/images/M/MV5BMTQzYWYwYjctY2JhZS00NTYzLTllM2UtZWY5ZTk0NmYwYzIyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,18:00,Edward II,https://jer-cin.org.il/en/event/77439,https://m.media-amazon.com/images/M/MV5BMTQxODgzNjU1Ml5BMl5BanBnXkFtZTgwODUwNTkwMzE@._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,18:00,Tatami,https://jer-cin.org.il/en/event/77697,https://m.media-amazon.com/images/M/MV5BODVjY2ViOWYtNjI0ZS00OGI4LTk3ZGMtOGJmMTczM2U5MTY5XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,20:00,Amarcord,https://jer-cin.org.il/en/event/77441,https://m.media-amazon.com/images/M/MV5BZTUyYTBkZTgtZTg4MC00MjIzLWJjZDgtN2M4YWRkNGY5MDlmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,20:00,The Promise,https://jer-cin.org.il/en/event/77445,https://m.media-amazon.com/images/M/MV5BYTI5NmI0N2UtOWQyOC00MDg2LWI5YWUtNWEwZTgyM2VlYThmXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SX300.jpg
Jerusalem Cinemateque,21/08/2024,20:30,Thelma,https://jer-cin.org.il/en/event/77683,https://m.media-amazon.com/images/M/MV5BMjIxNDgzMDE2MF5BMl5BanBnXkFtZTcwNzY5NTk1NA@@._V1_SX300.jpg
Jerusalem Cinemateque,22/08/2024,18:00,Destry Rides Again,https://jer-cin.org.il/en/event/77447,https://m.media-amazon.com/images/M/MV5BMGM3YjgwZWEtYjI4My00ZDdmLWExZTctNmFkNTRjYjQzZWI3XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg
Jerusalem Cinemateque,22/08/2024,18:00,Before the Rain,https://jer-cin.org.il/en/event/77449,https://m.media-amazon.com/images/M/MV5BMTE4MWZmNmYtYmM4MS00YzcyLTllZGItNzhlNTk2ZWJlZDYyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
Jerusalem Cinemateque,23/08/2024,16:00,Angel,https://jer-cin.org.il/en/event/77437,https://m.media-amazon.com/images/M/MV5BMTQzYWYwYjctY2JhZS00NTYzLTllM2UtZWY5ZTk0NmYwYzIyXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_SX300.jpg
Jerusalem Cinemateque,23/08/2024,18:00,Van Gogh & Japan,https://jer-cin.org.il/en/event/77455,
Jerusalem Cinemateque,23/08/2024,20:00,The Great Escaper,https://jer-cin.org.il/en/event/77461,https://m.media-amazon.com/images/M/MV5BM2YxY2U0ZWItN2JiYy00NzY0LTlkNjctNWMxYjI3ZjYyY2ViXkEyXkFqcGdeQXVyMDMxMTgwOQ@@._V1_SX300.jpg
Jerusalem Cinemateque,24/08/2024,11:00,Despicable Me 4,https://jer-cin.org.il/en/event/77518,https://m.media-amazon.com/images/M/MV5BOTk4MjFhZTMtOWIxOS00YzE2LThkZGEtMzg0MDAyMmFiZmU1XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_SX300.jpg
Jerusalem Cinemateque,24/08/2024,16:00,Amarcord,https://jer-cin.org.il/en/event/77443,https://m.media-amazon.com/images/M/MV5BZTUyYTBkZTgtZTg4MC00MjIzLWJjZDgtN2M4YWRkNGY5MDlmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg
Jerusalem Cinemateque,24/08/2024,18:00,Death In Umm Al-Hiran,https://jer-cin.org.il/en/event/77427,https://m.media-amazon.com/images/M/MV5BZjE1NTRiYjctMGVjNC00ODI3LWI0NmEtYjdkZDQ1ZjY4YTgxXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
Jerusalem Cinemateque,24/08/2024,18:45,Van Gogh & Japan,https://jer-cin.org.il/en/event/77457,
Jerusalem Cinemateque,24/08/2024,20:30,Young Adam,https://jer-cin.org.il/en/event/77465,https://m.media-amazon.com/images/M/MV5BMTMzMjUxMzU5M15BMl5BanBnXkFtZTcwMzc2NTUyMQ@@._V1_SX300.jpg
Jerusalem Cinemateque,24/08/2024,20:45,The Great Escaper,https://jer-cin.org.il/en/event/77463,https://m.media-amazon.com/images/M/MV5BM2YxY2U0ZWItN2JiYy00NzY0LTlkNjctNWMxYjI3ZjYyY2ViXkEyXkFqcGdeQXVyMDMxMTgwOQ@@._V1_SX300.jpg
Jerusalem Cinemateque,25/08/2024,18:00,Touch of Evil,https://jer-cin.org.il/en/event/77467,https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
Jerusalem Cinemateque,25/08/2024,20:30,Woman Is the Future of Man,https://jer-cin.org.il/en/event/77469,https://m.media-amazon.com/images/M/MV5BMjA4NzExMjE1N15BMl5BanBnXkFtZTcwODI0NTE0MQ@@._V1_SX300.jpg
Jerusalem Cinemateque,26/08/2024,16:00,The Ear,https://jer-cin.org.il/en/event/77471,https://m.media-amazon.com/images/M/MV5BMzExMWY3N2ItY2M3Yy00ZDY4LWI3MWEtY2VlNGI4M2I2NjgxXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg
Jerusalem Cinemateque,26/08/2024,18:00,Tom at the Farm,https://jer-cin.org.il/en/event/77473,https://m.media-amazon.com/images/M/MV5BMmFiNzQ5MWEtOWU0MS00YjU4LTg2YzAtZDQxMjIwMjAyNzAwXkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg
Jerusalem Cinemateque,26/08/2024,18:00,The Last Station,https://jer-cin.org.il/en/event/77475,https://m.media-amazon.com/images/M/MV5BMTA4MTAzNTQzMDNeQTJeQWpwZ15BbWU3MDgzNTg2MDM@._V1_SX300.jpg
Jerusalem Cinemateque,26/08/2024,20:15,Van Gogh & Japan,https://jer-cin.org.il/en/event/77459,
Jerusalem Cinemateque,27/08/2024,18:00,Witness for the Prosecution,https://jer-cin.org.il/en/event/77477,https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Jerusalem Cinemateque,27/08/2024,18:00,The Good Soldier Schweik,https://jer-cin.org.il/en/event/77481,https://m.media-amazon.com/images/M/MV5BM2U0NjYyYjAtY2NjMy00MzhhLTkxZjAtN2NlZjA1Y2RjMTZjXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg
Jerusalem Cinemateque,27/08/2024,20:30,Satyricon,https://jer-cin.org.il/en/event/77483,https://m.media-amazon.com/images/M/MV5BYmY1YmNiZjctNDJiMS00MDQxLWE4NzQtODhiYmUwOWZlMGZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Jerusalem Cinemateque,27/08/2024,20:30,I Dutifully Report,https://jer-cin.org.il/en/event/77487,https://m.media-amazon.com/images/M/MV5BZjVkODk5ZDQtYTgzMC00ZjM3LWEzNWItY2YwMTMwY2JlYzY2XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg
Jerusalem Cinemateque,28/08/2024,18:00,The Last Righteous Man,https://jer-cin.org.il/en/event/77489,https://m.media-amazon.com/images/M/MV5BN2M1NGQxZGItMjA0My00MDI3LWE4MTktMTAxOGJhNTBmNjJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
Jerusalem Cinemateque,28/08/2024,18:00,Rumba,https://jer-cin.org.il/en/event/77511,https://m.media-amazon.com/images/M/MV5BMTQ5MzkyNTg3OF5BMl5BanBnXkFtZTcwMjE2MDA4Mg@@._V1_SX300.jpg
Jerusalem Cinemateque,28/08/2024,20:00,Dazed and Confused,https://jer-cin.org.il/en/event/77493,https://m.media-amazon.com/images/M/MV5BMTM5MDY5MDQyOV5BMl5BanBnXkFtZTgwMzM3NzMxMDE@._V1_SX300.jpg
Jerusalem Cinemateque,28/08/2024,20:00,Of Parents and Children,https://jer-cin.org.il/en/event/77495,
Jerusalem Cinemateque,29/08/2024,18:00,We Have Never Been Modern,https://jer-cin.org.il/en/event/77497,https://m.media-amazon.com/images/M/MV5BY2I4OTViMzUtY2IzZS00NmY2LWJkMDktYmNlOGVlZTMzODI3XkEyXkFqcGdeQXVyMTQ4MjY5MjIw._V1_SX300.jpg
Jerusalem Cinemateque,29/08/2024,21:00,Treasure,https://jer-cin.org.il/en/event/77499,https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_SX300.jpg
Jerusalem Cinemateque,30/08/2024,18:00,Code Unknown,https://jer-cin.org.il/en/event/77431,https://m.media-amazon.com/images/M/MV5BZWM1YzdkNjYtNTI4NS00ZTU1LTgxMzYtNDAzOGU2N2FhZDdlXkEyXkFqcGdeQXVyMjYyNzc4MQ@@._V1_SX300.jpg
Jerusalem Cinemateque,30/08/2024,20:30,Treasure,https://jer-cin.org.il/en/event/77501,https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_SX300.jpg
Jerusalem Cinemateque,31/08/2024,11:00,Astro Kid,https://jer-cin.org.il/en/event/77520,
Jerusalem Cinemateque,31/08/2024,16:00,Satyricon,https://jer-cin.org.il/en/event/77485,https://m.media-amazon.com/images/M/MV5BYmY1YmNiZjctNDJiMS00MDQxLWE4NzQtODhiYmUwOWZlMGZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
Jerusalem Cinemateque,31/08/2024,18:00,Seventeen Years,https://jer-cin.org.il/en/event/77505,https://m.media-amazon.com/images/M/MV5BMTI0NTQ4OTMxOF5BMl5BanBnXkFtZTcwMTAwNTgyMQ@@._V1_SX300.jpg
Jerusalem Cinemateque,31/08/2024,18:45,Witness for the Prosecution,https://jer-cin.org.il/en/event/77479,https://m.media-amazon.com/images/M/MV5BNDQwODU5OWYtNDcyNi00MDQ1LThiOGMtZDkwNWJiM2Y3MDg0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
Jerusalem Cinemateque,31/08/2024,20:30,The Last Righteous Man,https://jer-cin.org.il/en/event/77491,https://m.media-amazon.com/images/M/MV5BN2M1NGQxZGItMjA0My00MDI3LWE4MTktMTAxOGJhNTBmNjJkXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
Jerusalem Cinemateque,31/08/2024,21:15,Treasure,https://jer-cin.org.il/en/event/77503,https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_SX300.jpg
Jerusalem Cinemateque,02/09/2024,18:00,"The Captured Image, or Leo Tolstoy and Ilya Gintsburg",https://jer-cin.org.il/en/event/77651,
Jerusalem Cinemateque,03/09/2024,19:00,Harry Potter and the Deathly Hallows: Part 1,https://jer-cin.org.il/en/event/77660,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg
Jerusalem Cinemateque,12/09/2024,19:30,Present Laughter,https://jer-cin.org.il/en/event/75993,https://m.media-amazon.com/images/M/MV5BMTcwN2U0ODEtMzQwMC00MTYxLWJkNmItNjA1OTgwZTJmZjY3XkEyXkFqcGdeQXVyNTY3OTE3Mzg@._V1_SX300.jpg
Jerusalem Cinemateque,14/09/2024,11:00,Present Laughter,https://jer-cin.org.il/en/event/75995,https://m.media-amazon.com/images/M/MV5BMTcwN2U0ODEtMzQwMC00MTYxLWJkNmItNjA1OTgwZTJmZjY3XkEyXkFqcGdeQXVyNTY3OTE3Mzg@._V1_SX300.jpg
Jerusalem Cinemateque,17/09/2024,19:00,Harry Potter and the Deathly Hallows: Part 2,https://jer-cin.org.il/en/event/77661,https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg
Haifa Cinemateque,19/08/24,18:30,BEFORE SUNRISE,https://www.haifacin.co.il/Event/13993/,https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
Haifa Cinemateque,19/08/24,20:30,BEFORE SUNSET,https://www.haifacin.co.il/Event/13994/,https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_SX300.jpg
Haifa Cinemateque,20/08/24,19:00,THE CHILDREN OF SAN SIMON,https://www.haifacin.co.il/Event/13951/,https://m.media-amazon.com/images/M/MV5BOTQyMmQyYjAtZjc5NC00YWEyLWJjOTEtMjFkYThkOTg4YTc2XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
Haifa Cinemateque,21/08/24,18:30,BEFORE MIDNIGHT,https://www.haifacin.co.il/Event/13995/,https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_SX300.jpg
Haifa Cinemateque,21/08/24,20:30,SHOPLIFTERS,https://www.haifacin.co.il/Event/13996/,https://m.media-amazon.com/images/M/MV5BYWZmOTY0MDAtMGRlMS00YjFlLWFkZTUtYmJhYWNlN2JjMmZkXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg
Haifa Cinemateque,22/08/24,18:15,MODERN FATHER'S DIARY,https://www.haifacin.co.il/Event/13997/,
Haifa Cinemateque,22/08/24,20:15,BROKER,https://www.haifacin.co.il/Event/14005/,https://m.media-amazon.com/images/M/MV5BY2UxOTEwOGUtYmFmOS00NTc4LWI0MWMtNGJkZGViY2EwZTgyXkEyXkFqcGdeQXVyNDY5NTQyMDU@._V1_SX300.jpg
Haifa Cinemateque,23/08/24,16:30,BOYHOOD,https://www.haifacin.co.il/Event/14006/,https://m.media-amazon.com/images/M/MV5BMTYzNDc2MDc0N15BMl5BanBnXkFtZTgwOTcwMDQ5MTE@._V1_SX300.jpg
